policy_id,policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported
POL114306,OH,300,907.45,73,MALE,PhD,Doctor,camping,2025-02-01,Parked Car,Front,Minor Damage,Fire,PA,West Scottburgh,5,4,2,5,No,6463.18,10980.16,N
POL118828,IL,600,676.99,24,MALE,PhD,Doctor,camping,2024-05-19,Parked Car,Rear,Major Damage,,NY,Jonesview,15,4,3,1,No,3536.94,4914.49,Y
POL129082,NC,200,704.09,72,FEMALE,College,Teacher,movies,2023-12-18,Vehicle Theft,Rear,Minor Damage,Police,NY,North Lisaside,2,3,1,0,No,10510.44,10511.01,N
POL114761,GA,600,751.06,65,FEMALE,High School,Teacher,paintball,2024-05-16,Single Vehicle Collision,Side,Minor Damage,Ambulance,TX,Palmerhaven,21,4,1,2,Yes,14280.0,15213.34,N
POL121169,OH,700,1070.41,57,FEMALE,High School,Lawyer,yachting,2025-10-18,Vehicle Theft,Front,Major Damage,,CA,Maddenfort,5,1,2,3,No,12390.22,10689.5,Y
POL100193,CA,500,1475.13,28,OTHER,High School,Teacher,paintball,2024-04-26,Vehicle Theft,Unknown,Minor Damage,Police,FL,Wadeside,22,2,1,3,No,17444.79,24840.08,Y
POL124721,PA,700,1049.29,26,FEMALE,College,Engineer,camping,2024-06-12,Vehicle Theft,Unknown,Total Loss,,TX,Juanbury,5,2,2,2,Yes,2566.63,4832.17,N
POL117745,CA,600,866.19,43,FEMALE,PhD,Engineer,chess,2024-07-23,Vehicle Theft,Unknown,Total Loss,Police,MI,East Sherriville,19,2,0,5,No,7793.01,7842.13,N
POL120448,PA,300,644.56,54,MALE,PhD,Teacher,chess,2025-01-20,Vehicle Theft,Rear,Total Loss,Fire,NY,Melissahaven,5,2,0,3,Yes,13573.19,23735.55,N
POL124797,MI,500,924.18,44,OTHER,High School,Doctor,camping,2025-06-06,Multi-vehicle Collision,Front,Minor Damage,Fire,FL,East Lynn,2,4,1,4,Yes,15373.03,20491.42,Y
POL125979,GA,500,1326.02,18,FEMALE,PhD,Manager,yachting,2024-02-27,Parked Car,Rear,Major Damage,Police,CA,Lake Craig,18,4,4,0,No,10064.5,15635.06,N
POL102913,OH,500,1137.29,23,MALE,PhD,Engineer,paintball,2024-05-30,Vehicle Theft,Side,Major Damage,Police,NC,New Jamesbury,23,1,3,2,Yes,28898.14,24665.26,N
POL125840,OH,1000,1163.17,20,MALE,High School,Sales,camping,2024-09-02,Single Vehicle Collision,Front,Total Loss,Fire,TX,Port Andre,14,1,1,4,No,19234.07,19876.62,Y
POL102918,OH,200,1167.24,29,OTHER,College,Lawyer,camping,2024-02-11,Single Vehicle Collision,Rear,Minor Damage,Police,FL,South Thomas,8,2,0,2,No,12305.22,19232.89,N
POL116836,FL,300,638.07,57,OTHER,PhD,Technician,hiking,2024-05-06,Single Vehicle Collision,Unknown,Minor Damage,Fire,GA,New Melissatown,8,1,4,2,No,16358.74,14335.01,N
POL104929,NY,200,1389.67,24,MALE,Masters,Engineer,chess,2025-01-17,Vehicle Theft,Side,Minor Damage,Fire,TX,Murphyland,12,2,4,5,Yes,410.14,533.62,Y
POL103980,PA,600,1049.19,29,FEMALE,High School,Clerk,paintball,2025-07-23,Single Vehicle Collision,Front,Major Damage,Fire,PA,Timothybury,8,3,1,0,Yes,7576.74,12010.77,N
POL102353,NY,700,915.19,64,MALE,High School,Lawyer,chess,2024-10-31,Parked Car,Unknown,Minor Damage,Ambulance,PA,Port Nataliefort,13,3,2,5,No,2829.1,3759.06,N
POL122837,CA,500,1416.8,53,OTHER,Masters,Doctor,chess,2025-04-12,Parked Car,Rear,Major Damage,Fire,CA,Lake Lisaville,16,4,4,5,Yes,28455.69,23854.77,N
POL118285,FL,300,1437.93,36,OTHER,PhD,Technician,yachting,2025-08-31,Multi-vehicle Collision,Rear,Major Damage,Police,NC,Richardville,1,1,0,0,Yes,4065.67,6322.24,N
POL110820,GA,700,1377.56,42,FEMALE,College,Doctor,hiking,2025-04-16,Parked Car,Front,Total Loss,Fire,FL,West Anthony,20,3,4,0,No,21698.6,19593.49,Y
POL123744,CA,1000,606.53,21,FEMALE,Masters,Technician,hiking,2024-07-23,Parked Car,Unknown,Minor Damage,Fire,PA,Port Gabrielle,18,3,0,0,No,13412.85,15361.79,N
POL118353,IL,700,1133.09,43,FEMALE,High School,Engineer,movies,2025-05-14,Vehicle Theft,Side,Major Damage,Police,GA,Tylerville,7,3,0,4,No,4819.42,8725.34,N
POL112742,IL,400,1318.44,67,MALE,High School,Lawyer,yachting,2025-02-11,Single Vehicle Collision,Unknown,Total Loss,,NC,West Pamelashire,22,1,0,2,Yes,14298.75,22811.56,Y
POL117162,NC,600,1339.0,74,FEMALE,Masters,Lawyer,chess,2024-06-03,Multi-vehicle Collision,Rear,Total Loss,,TX,Port Brandonchester,14,2,0,3,Yes,17046.42,18519.31,Y
POL116107,GA,1000,1389.01,74,OTHER,College,Teacher,paintball,2025-09-21,Single Vehicle Collision,Rear,Total Loss,Fire,MI,East Kenneth,10,1,3,0,Yes,2060.19,2644.36,Y
POL109093,TX,400,852.26,50,FEMALE,Masters,Doctor,reading,2025-02-24,Multi-vehicle Collision,Front,Minor Damage,Police,TX,East Sarah,2,3,2,4,No,16322.75,21028.23,N
POL102778,NY,300,1050.05,22,FEMALE,Masters,Teacher,paintball,2025-05-14,Multi-vehicle Collision,Rear,Minor Damage,,FL,Lake Lindseybury,10,3,1,1,Yes,12283.02,10246.43,Y
POL101018,IL,600,658.42,36,FEMALE,College,Clerk,camping,2024-03-04,Multi-vehicle Collision,Side,Minor Damage,Fire,FL,Adamsview,5,1,4,5,Yes,23633.18,24153.04,Y
POL108684,FL,400,758.05,70,MALE,PhD,Doctor,camping,2025-02-11,Parked Car,Unknown,Total Loss,,FL,Lake Danielton,10,4,3,3,No,5892.9,7023.83,N
POL127934,CA,300,1139.66,66,MALE,College,Lawyer,yachting,2025-04-14,Multi-vehicle Collision,Rear,Major Damage,Police,NC,New Jamesbury,22,1,2,4,No,14560.08,12401.51,N
POL106456,NC,600,998.43,37,OTHER,Masters,Manager,camping,2025-10-23,Parked Car,Side,Minor Damage,Fire,OH,East Katherinefurt,13,2,0,4,Yes,11992.12,12285.75,N
POL111328,FL,400,1266.53,32,FEMALE,College,Technician,reading,2023-12-31,Multi-vehicle Collision,Unknown,Major Damage,,FL,Mitchellport,23,4,0,5,Yes,5181.75,8459.91,N
POL108151,PA,300,1199.22,37,OTHER,High School,Technician,hiking,2025-11-04,Vehicle Theft,Side,Total Loss,Fire,TX,West Jenniferside,22,4,4,3,No,14328.75,24907.16,N
POL113839,CA,500,864.09,65,MALE,PhD,Lawyer,camping,2024-05-16,Parked Car,Rear,Minor Damage,Ambulance,GA,Port Steven,6,2,4,0,Yes,5789.39,6090.89,N
POL120039,TX,400,1269.7,48,FEMALE,PhD,Sales,hiking,2024-03-29,Single Vehicle Collision,Rear,Total Loss,,GA,Port Kenneth,2,4,4,1,No,22783.3,22899.84,N
POL106905,NC,600,1106.67,56,FEMALE,PhD,Manager,reading,2025-04-05,Single Vehicle Collision,Side,Total Loss,Police,OH,Port Alexanderton,8,2,2,3,No,19695.53,23312.65,N
POL105885,IL,600,1451.7,57,OTHER,High School,Sales,yachting,2025-05-29,Single Vehicle Collision,Unknown,Major Damage,,PA,Howardside,5,2,1,1,Yes,8954.29,14145.13,N
POL106679,MI,200,770.73,63,FEMALE,PhD,Teacher,paintball,2025-05-23,Single Vehicle Collision,Rear,Major Damage,Fire,IL,Samuelport,14,4,3,3,Yes,5697.75,7193.73,N
POL107133,TX,1000,1378.99,29,FEMALE,High School,Sales,paintball,2025-09-05,Vehicle Theft,Side,Major Damage,,PA,Oliviamouth,13,2,4,5,No,4331.3,7275.74,N
POL115775,MI,700,1497.63,25,MALE,College,Manager,reading,2025-01-28,Vehicle Theft,Unknown,Major Damage,Ambulance,NC,Dorothychester,23,3,4,3,Yes,5621.03,7924.59,N
POL116778,FL,200,1360.65,36,MALE,PhD,Sales,yachting,2024-07-11,Vehicle Theft,Side,Major Damage,Police,GA,North Noah,9,3,3,0,Yes,6089.79,6093.45,N
POL115365,CA,800,930.22,19,FEMALE,Masters,Sales,camping,2024-11-13,Vehicle Theft,Front,Minor Damage,Police,MI,Hoganport,6,2,0,2,Yes,1515.48,2625.39,Y
POL124970,GA,500,1386.67,19,MALE,High School,Lawyer,paintball,2025-02-21,Vehicle Theft,Rear,Total Loss,Ambulance,CA,North Deborah,15,1,3,2,No,9614.01,14297.08,N
POL120412,GA,500,1362.54,19,OTHER,Masters,Technician,movies,2024-08-31,Vehicle Theft,Unknown,Major Damage,Ambulance,NC,North Angelburgh,7,1,2,4,Yes,12840.19,11988.51,N
POL112781,CA,200,1022.5,42,OTHER,Masters,Clerk,paintball,2024-12-07,Vehicle Theft,Rear,Minor Damage,,IL,South Linda,0,1,4,1,Yes,13827.84,14745.74,N
POL120528,PA,300,806.68,73,OTHER,PhD,Clerk,paintball,2025-10-02,Vehicle Theft,Unknown,Major Damage,Fire,IL,Zacharyborough,4,4,1,3,Yes,2448.93,2626.37,N
POL123687,PA,1000,1120.44,22,FEMALE,College,Teacher,camping,2025-01-26,Vehicle Theft,Side,Total Loss,Fire,MI,Barnesshire,4,3,3,5,No,13242.92,12220.82,Y
POL127699,GA,800,1019.99,39,OTHER,Masters,Teacher,camping,2025-10-10,Parked Car,Side,Minor Damage,Police,NC,East Jessetown,11,4,3,1,No,11817.69,13020.01,N
POL128833,IL,400,1023.23,66,MALE,High School,Technician,yachting,2025-05-29,Multi-vehicle Collision,Side,Total Loss,Police,OH,Coleville,22,4,3,5,No,18649.54,19636.38,N
POL124050,PA,300,816.45,29,OTHER,PhD,Lawyer,movies,2024-02-28,Single Vehicle Collision,Front,Total Loss,Fire,CA,Lewisshire,10,2,2,0,Yes,9919.98,11302.59,Y
POL122344,NC,1000,786.21,73,MALE,College,Clerk,hiking,2025-09-28,Single Vehicle Collision,Rear,Minor Damage,,GA,East Richardburgh,14,4,1,4,Yes,3817.68,5483.68,N
POL100659,CA,500,1051.18,73,OTHER,PhD,Doctor,movies,2023-11-14,Single Vehicle Collision,Side,Minor Damage,Ambulance,TX,Hannahhaven,4,4,2,1,No,3512.99,4058.38,N
POL123382,MI,600,1246.84,61,FEMALE,College,Teacher,reading,2025-01-19,Vehicle Theft,Side,Total Loss,Police,IL,Port Tammy,11,2,2,4,Yes,3411.64,6655.18,N
POL101470,NY,300,775.86,49,FEMALE,High School,Clerk,hiking,2024-12-23,Parked Car,Rear,Total Loss,,OH,Lewiston,21,2,0,2,Yes,22757.62,20017.09,N
POL122927,GA,1000,1377.28,67,OTHER,College,Sales,movies,2025-01-26,Vehicle Theft,Unknown,Major Damage,Ambulance,IL,Johnsontown,13,2,4,2,Yes,15863.05,15041.16,N
POL107800,NC,400,958.28,36,MALE,College,Sales,paintball,2024-03-21,Multi-vehicle Collision,Rear,Minor Damage,Fire,GA,Joelside,9,4,1,2,Yes,6649.36,10297.37,N
POL114426,GA,300,1357.61,75,MALE,PhD,Teacher,movies,2024-01-23,Single Vehicle Collision,Unknown,Minor Damage,,MI,South Markfort,4,4,1,1,No,13984.85,16320.39,N
POL127671,NY,300,1201.39,73,MALE,Masters,Doctor,yachting,2024-12-13,Vehicle Theft,Unknown,Minor Damage,,IL,North Dustinshire,0,3,2,3,No,749.95,1276.81,N
POL102518,NC,700,1359.98,71,FEMALE,High School,Doctor,paintball,2024-05-18,Vehicle Theft,Rear,Minor Damage,,IL,Rochabury,19,4,3,3,Yes,2183.75,3247.24,N
POL118623,GA,200,1001.24,39,OTHER,College,Engineer,movies,2024-07-25,Multi-vehicle Collision,Front,Major Damage,Fire,CA,Martinezshire,7,4,1,0,Yes,4934.03,5748.4,N
POL113973,IL,600,754.3,74,FEMALE,College,Clerk,reading,2024-02-10,Multi-vehicle Collision,Unknown,Total Loss,,PA,New Kimberly,3,1,4,3,No,4819.76,6527.34,N
POL112447,MI,500,1342.37,32,OTHER,PhD,Teacher,movies,2025-05-29,Multi-vehicle Collision,Unknown,Major Damage,Fire,IL,Kristenmouth,20,2,2,0,Yes,22908.26,22214.89,N
POL110669,IL,300,1230.6,47,OTHER,College,Teacher,reading,2025-07-12,Parked Car,Unknown,Major Damage,Fire,FL,Mclaughlinmouth,23,3,4,3,Yes,5628.21,9999.73,N
POL112212,PA,600,1358.52,73,FEMALE,College,Lawyer,movies,2024-06-04,Vehicle Theft,Unknown,Major Damage,,GA,Wilsonberg,20,4,2,2,No,3487.1,3729.8,Y
POL102173,PA,300,740.54,46,MALE,Masters,Clerk,chess,2025-08-06,Parked Car,Side,Minor Damage,,FL,Angelamouth,2,4,0,5,Yes,11407.18,15238.31,N
POL108324,CA,500,1095.12,58,OTHER,Masters,Engineer,chess,2025-08-10,Single Vehicle Collision,Side,Major Damage,Fire,FL,South Nancymouth,0,3,2,0,No,19645.17,23460.17,Y
POL126762,NY,200,805.55,42,FEMALE,High School,Teacher,yachting,2024-08-30,Single Vehicle Collision,Front,Total Loss,Police,GA,Joshuabury,6,2,4,4,Yes,24606.32,22027.45,N
POL114188,PA,500,1014.11,59,MALE,Masters,Manager,movies,2025-02-22,Parked Car,Front,Major Damage,Police,TX,Hughesside,7,2,2,1,Yes,11006.13,20184.52,N
POL111032,OH,1000,1373.25,22,FEMALE,PhD,Teacher,paintball,2025-07-23,Vehicle Theft,Side,Total Loss,Police,MI,North Staceyhaven,15,2,1,5,No,4108.54,7463.81,N
POL107833,FL,600,1468.01,63,OTHER,High School,Doctor,yachting,2025-08-01,Single Vehicle Collision,Front,Minor Damage,Ambulance,OH,Port Jared,0,4,1,4,Yes,3607.8,6649.39,N
POL109392,NY,600,1323.08,31,OTHER,PhD,Manager,camping,2024-12-13,Vehicle Theft,Unknown,Minor Damage,Ambulance,NY,East Jeffreyburgh,17,2,4,2,No,8138.78,7105.72,N
POL106543,PA,400,1073.99,55,OTHER,College,Doctor,reading,2023-11-22,Parked Car,Unknown,Total Loss,Police,MI,Andreaton,20,4,2,0,Yes,9052.07,10976.11,N
POL102634,NC,300,1322.46,45,FEMALE,PhD,Lawyer,reading,2024-06-04,Vehicle Theft,Side,Total Loss,Ambulance,PA,Davidshire,9,4,4,2,No,20860.96,24024.97,N
POL104346,TX,600,1145.81,68,FEMALE,College,Engineer,movies,2024-09-23,Multi-vehicle Collision,Side,Major Damage,Police,FL,Diazstad,2,4,1,5,Yes,27858.96,24305.25,N
POL124769,TX,600,1222.07,70,FEMALE,PhD,Technician,paintball,2023-12-21,Single Vehicle Collision,Rear,Total Loss,Fire,OH,New John,6,4,3,2,No,24787.05,24048.22,N
POL128849,MI,400,964.68,31,FEMALE,High School,Teacher,movies,2024-03-30,Vehicle Theft,Unknown,Major Damage,Police,NC,North Natalieville,7,4,1,3,Yes,6968.23,7743.64,N
POL127706,OH,400,1478.54,74,MALE,Masters,Sales,chess,2025-08-23,Vehicle Theft,Front,Major Damage,Police,NC,Langborough,2,2,3,4,No,15004.44,15785.82,N
POL128654,OH,700,1164.07,70,OTHER,PhD,Technician,camping,2024-11-24,Parked Car,Rear,Minor Damage,Fire,TX,Lake Mario,12,3,2,4,No,21903.86,23494.93,N
POL124017,MI,400,1164.28,26,OTHER,PhD,Manager,reading,2024-10-03,Multi-vehicle Collision,Front,Minor Damage,Police,PA,Websterstad,7,1,1,2,Yes,4895.44,5168.8,N
POL125564,TX,800,1423.64,33,OTHER,High School,Teacher,movies,2023-12-06,Parked Car,Front,Total Loss,Police,GA,Spencershire,15,2,4,5,Yes,14711.79,19964.42,N
POL129986,NY,600,862.38,58,MALE,College,Lawyer,hiking,2025-08-31,Multi-vehicle Collision,Unknown,Minor Damage,,NY,Richardsberg,18,1,4,2,No,2361.26,2108.25,N
POL112032,PA,1000,1185.46,24,MALE,Masters,Sales,hiking,2024-10-10,Multi-vehicle Collision,Unknown,Major Damage,Fire,PA,Michaelborough,9,4,1,5,No,20993.83,19231.28,Y
POL127231,PA,200,1038.63,59,OTHER,PhD,Manager,chess,2024-12-11,Single Vehicle Collision,Front,Major Damage,Police,OH,Lake Jamesstad,15,4,1,0,Yes,4884.53,5241.68,Y
POL126180,OH,600,1132.6,58,OTHER,High School,Engineer,hiking,2024-02-04,Single Vehicle Collision,Front,Major Damage,Fire,IL,East Gary,13,1,1,1,No,5461.53,5457.27,N
POL105284,FL,800,1264.84,32,OTHER,College,Teacher,movies,2025-03-15,Parked Car,Rear,Major Damage,Police,NY,North Amanda,13,2,2,4,No,12157.95,11469.91,N
POL118595,CA,300,1479.24,67,MALE,High School,Doctor,hiking,2024-09-28,Single Vehicle Collision,Unknown,Total Loss,Ambulance,GA,Heatherberg,19,4,4,3,Yes,5279.42,5775.6,N
POL127182,MI,1000,1043.28,27,OTHER,PhD,Teacher,camping,2025-04-28,Multi-vehicle Collision,Rear,Total Loss,Ambulance,GA,Walkertown,10,3,0,3,No,14888.65,23075.32,N
POL119533,MI,1000,888.61,58,FEMALE,PhD,Sales,camping,2025-03-06,Parked Car,Rear,Major Damage,Ambulance,OH,West Jessica,18,1,0,4,No,20543.64,18570.31,N
POL109972,GA,200,1129.97,52,OTHER,PhD,Manager,chess,2024-07-22,Multi-vehicle Collision,Rear,Total Loss,Police,GA,Watsonview,0,2,2,0,Yes,8281.43,8615.95,N
POL121652,MI,600,1375.37,36,FEMALE,Masters,Lawyer,chess,2024-04-03,Vehicle Theft,Rear,Minor Damage,Police,PA,Port John,12,3,2,0,No,7929.57,9499.54,Y
POL123180,IL,1000,997.9,48,OTHER,Masters,Sales,chess,2024-02-25,Multi-vehicle Collision,Front,Major Damage,Fire,FL,Laurenview,5,2,1,1,No,4860.71,4765.57,N
POL100018,FL,500,1116.42,71,MALE,College,Manager,paintball,2024-08-01,Multi-vehicle Collision,Front,Total Loss,Ambulance,GA,Jenniferport,20,3,1,4,No,2418.45,3294.48,N
POL113433,NC,400,1324.43,23,OTHER,College,Sales,camping,2024-05-11,Vehicle Theft,Front,Major Damage,,PA,Williamsborough,1,3,0,0,No,11887.87,15117.26,N
POL121830,MI,200,1339.0,58,MALE,Masters,Technician,hiking,2024-02-21,Single Vehicle Collision,Rear,Major Damage,Police,CA,Butlershire,9,2,4,3,Yes,11090.18,14907.51,N
POL129428,FL,600,804.33,46,FEMALE,College,Teacher,chess,2024-12-16,Parked Car,Front,Major Damage,Fire,NY,Thomasville,0,2,2,0,Yes,16156.21,19622.52,N
POL100088,OH,600,995.05,44,OTHER,PhD,Lawyer,hiking,2025-01-19,Single Vehicle Collision,Front,Minor Damage,Police,MI,Lake Troystad,17,3,2,0,Yes,3335.46,4192.63,Y
POL119815,PA,700,726.89,65,FEMALE,College,Sales,reading,2025-02-27,Multi-vehicle Collision,Side,Total Loss,Fire,NY,South Lindsey,3,1,2,1,No,8403.48,10567.93,N
POL127598,FL,800,1319.13,45,OTHER,PhD,Doctor,paintball,2025-08-29,Vehicle Theft,Front,Major Damage,Ambulance,MI,Smithport,2,2,3,0,Yes,5043.06,4392.43,N
POL116973,FL,300,1398.2,18,MALE,PhD,Lawyer,paintball,2024-01-19,Parked Car,Side,Minor Damage,Police,GA,Martinville,11,1,3,3,No,23459.62,20890.18,N
POL112489,TX,200,977.43,22,OTHER,Masters,Clerk,camping,2025-08-21,Multi-vehicle Collision,Front,Total Loss,Police,CA,Kaufmanland,16,4,2,3,Yes,10083.93,13940.31,Y
POL103089,OH,600,832.55,31,MALE,Masters,Lawyer,reading,2024-04-17,Vehicle Theft,Unknown,Total Loss,,FL,West Michael,13,2,4,3,Yes,2584.13,4099.12,N
POL128605,CA,500,751.94,23,FEMALE,High School,Sales,hiking,2024-09-08,Vehicle Theft,Side,Major Damage,Police,PA,Smithmouth,17,2,4,0,Yes,16718.6,22109.86,Y
POL127461,NY,800,611.9,36,FEMALE,College,Sales,camping,2024-09-28,Single Vehicle Collision,Unknown,Minor Damage,Police,NC,West Meganchester,6,1,0,2,No,5735.45,11291.0,N
POL107359,TX,400,839.97,30,OTHER,Masters,Teacher,movies,2025-04-10,Vehicle Theft,Front,Total Loss,Fire,GA,East Michaeltown,17,3,0,2,Yes,872.46,736.36,N
POL106143,GA,500,1295.06,46,OTHER,College,Sales,chess,2023-11-09,Vehicle Theft,Rear,Major Damage,,FL,New Ericafort,14,2,4,1,No,4972.75,8690.12,Y
POL118503,IL,400,1261.95,53,OTHER,College,Clerk,camping,2025-06-27,Single Vehicle Collision,Rear,Minor Damage,Ambulance,GA,Port Angela,9,4,4,5,Yes,12497.62,22857.41,N
POL126936,GA,300,1235.67,36,MALE,College,Technician,movies,2025-02-09,Vehicle Theft,Front,Major Damage,Ambulance,CA,North Paultown,6,4,0,3,Yes,14239.93,13970.35,N
POL109306,OH,400,829.24,50,OTHER,Masters,Manager,camping,2025-09-12,Multi-vehicle Collision,Unknown,Major Damage,,OH,Williamsbury,20,2,1,1,No,12536.9,16400.32,N
POL117311,CA,700,1159.26,25,MALE,High School,Doctor,paintball,2024-02-19,Parked Car,Side,Minor Damage,Ambulance,NY,Donaldmouth,8,1,4,4,Yes,7094.24,12039.77,N
POL101528,NY,700,1452.25,25,MALE,College,Sales,yachting,2024-08-27,Single Vehicle Collision,Side,Minor Damage,Fire,TX,Andersonstad,6,4,1,4,No,665.67,676.38,N
POL109195,MI,200,1275.92,73,MALE,Masters,Teacher,chess,2025-06-21,Multi-vehicle Collision,Unknown,Major Damage,Police,PA,Port Samanthaberg,6,1,2,0,Yes,3891.11,4575.5,N
POL121389,CA,500,712.32,20,FEMALE,College,Teacher,chess,2025-03-16,Single Vehicle Collision,Front,Minor Damage,Fire,OH,Loriborough,22,2,0,3,Yes,15437.07,19524.99,N
POL103643,IL,300,1173.05,22,OTHER,Masters,Teacher,reading,2024-06-13,Single Vehicle Collision,Rear,Major Damage,,PA,Lake Cheryl,10,1,1,1,Yes,16735.05,19675.35,N
POL104469,MI,700,1415.65,37,MALE,Masters,Lawyer,paintball,2024-11-24,Parked Car,Unknown,Major Damage,,PA,South Adrianmouth,12,4,1,0,No,2937.61,4624.41,N
POL106304,FL,400,1315.87,42,MALE,PhD,Sales,camping,2024-06-14,Vehicle Theft,Front,Minor Damage,,IL,Arnoldview,23,2,3,3,Yes,10300.14,11032.08,Y
POL107837,PA,300,1290.69,38,FEMALE,Masters,Engineer,yachting,2025-07-12,Parked Car,Side,Major Damage,,FL,Ortizville,14,4,1,5,No,8525.54,11632.98,N
POL129741,FL,800,1460.87,20,MALE,Masters,Engineer,paintball,2023-11-22,Multi-vehicle Collision,Front,Major Damage,Ambulance,IL,Lindsaymouth,17,1,0,3,Yes,18406.24,19474.62,N
POL102833,TX,400,1437.06,20,OTHER,High School,Clerk,camping,2025-10-10,Parked Car,Side,Minor Damage,,OH,Veronicaland,13,3,0,4,Yes,8878.66,8386.21,Y
POL111785,PA,500,1033.77,29,MALE,College,Sales,chess,2023-12-11,Single Vehicle Collision,Side,Total Loss,Police,OH,Carterchester,20,4,0,0,No,5963.62,9662.9,Y
POL118859,CA,500,636.54,70,MALE,PhD,Manager,paintball,2025-11-04,Parked Car,Unknown,Major Damage,,NC,Evansburgh,3,3,2,1,No,10463.67,9316.49,Y
POL123534,GA,500,621.01,64,OTHER,PhD,Sales,paintball,2024-07-17,Single Vehicle Collision,Front,Minor Damage,Police,GA,Port Pennyshire,9,3,0,3,No,18085.79,20740.97,N
POL125124,NY,400,790.58,62,OTHER,PhD,Lawyer,chess,2024-12-31,Vehicle Theft,Side,Major Damage,Ambulance,OH,Joymouth,12,4,3,0,Yes,14957.7,17858.75,N
POL113506,GA,400,1096.64,64,MALE,High School,Lawyer,hiking,2024-07-18,Vehicle Theft,Side,Total Loss,Police,NC,East Ryan,9,1,3,2,No,10204.21,10138.61,N
POL107720,OH,400,1176.87,18,FEMALE,College,Doctor,movies,2024-02-13,Multi-vehicle Collision,Front,Total Loss,Fire,CA,Lake Mariahberg,19,2,2,3,Yes,10852.92,18565.49,Y
POL123133,FL,500,1225.3,50,MALE,College,Lawyer,reading,2025-09-17,Single Vehicle Collision,Rear,Total Loss,,NY,Lake Ronald,16,3,1,5,No,17574.44,19125.64,Y
POL103394,NC,700,1100.14,44,MALE,College,Doctor,camping,2024-12-17,Parked Car,Unknown,Minor Damage,Police,PA,Robinside,10,1,1,4,No,18796.62,17096.1,N
POL105032,TX,200,1212.27,75,FEMALE,College,Sales,hiking,2025-07-09,Vehicle Theft,Side,Minor Damage,,GA,East Donna,5,4,1,2,Yes,5606.57,8458.34,N
POL129656,FL,1000,1339.35,75,OTHER,College,Technician,reading,2025-05-11,Parked Car,Rear,Minor Damage,,MI,Millerland,19,1,0,4,No,14587.66,20486.59,Y
POL104323,GA,700,1075.55,75,FEMALE,College,Sales,paintball,2024-03-30,Multi-vehicle Collision,Unknown,Total Loss,Ambulance,MI,Ashleyhaven,16,4,3,0,No,15634.59,22142.71,Y
POL105892,MI,700,1053.29,44,MALE,College,Technician,hiking,2024-10-21,Vehicle Theft,Rear,Total Loss,Police,NY,East Jeffreyfurt,18,2,1,3,Yes,7164.54,7143.9,N
POL100157,GA,300,759.12,48,MALE,High School,Manager,hiking,2024-06-15,Multi-vehicle Collision,Side,Major Damage,Ambulance,GA,Garciaside,6,1,1,5,Yes,1194.78,2050.82,N
POL129035,MI,800,636.12,74,FEMALE,College,Lawyer,reading,2025-10-18,Vehicle Theft,Side,Total Loss,,CA,Fernandofort,8,4,2,0,No,4940.94,6341.94,N
POL121570,TX,200,1308.99,49,MALE,PhD,Engineer,hiking,2024-07-16,Parked Car,Side,Total Loss,,FL,Cortezshire,22,4,2,2,Yes,5039.26,4357.16,N
POL103472,GA,600,890.4,62,FEMALE,High School,Engineer,reading,2025-08-17,Single Vehicle Collision,Unknown,Minor Damage,Ambulance,NY,New Kathrynland,23,3,2,5,Yes,15803.17,21901.18,N
POL104692,OH,1000,1167.92,40,FEMALE,Masters,Manager,hiking,2024-09-12,Vehicle Theft,Rear,Minor Damage,,MI,South Patrickside,3,4,1,2,No,6092.85,7297.32,N
POL118449,GA,200,798.48,42,FEMALE,High School,Lawyer,yachting,2024-03-25,Multi-vehicle Collision,Side,Major Damage,,CA,Riveraview,17,3,3,4,No,13086.67,20999.02,N
POL107283,TX,400,874.62,57,OTHER,College,Lawyer,yachting,2024-01-07,Parked Car,Side,Minor Damage,Ambulance,PA,Robertborough,9,1,4,3,Yes,7235.09,13609.43,N
POL104167,TX,700,645.52,23,MALE,Masters,Teacher,hiking,2025-02-17,Parked Car,Side,Total Loss,Ambulance,TX,East Leslieview,1,1,1,1,Yes,10066.39,13104.06,N
POL110535,FL,400,753.39,33,FEMALE,College,Manager,hiking,2025-01-18,Vehicle Theft,Unknown,Major Damage,Ambulance,NC,Josephland,11,3,2,3,No,7009.56,8477.57,Y
POL128635,PA,800,629.89,44,FEMALE,PhD,Teacher,hiking,2023-12-20,Parked Car,Front,Minor Damage,,GA,North Luisfort,21,3,0,2,No,7499.98,14098.35,N
POL111452,IL,800,1355.79,33,MALE,PhD,Clerk,movies,2025-08-04,Single Vehicle Collision,Rear,Major Damage,Fire,NY,Ruizton,11,4,3,5,Yes,17030.7,22847.3,N
POL124264,FL,500,1195.79,38,MALE,PhD,Lawyer,hiking,2024-11-03,Vehicle Theft,Front,Total Loss,Ambulance,FL,South Wyattmouth,4,2,4,5,No,13148.62,17303.12,N
